totalMinutesPlayed,avgMinutesPlayed,totalFieldGoalsMade,avgFieldGoalsMade,sdFieldGoalsMade,totalFieldGoalsAttempted,avgFieldGoalsAttempted,avgFieldGoalPercentage,totalThreePointersMade,avgThreePointersMade,sdThreePointersMade,totalThreePointersAttempted,avgThreePointersAttempted,avgThreePointersPercentage,totalFreeThrowsAttempted,avgFreeThrowsAttempted,totalFreeThrowsMade,avgFreeThrowsMade,sdFreeThrowsMade,avgFreeThrowsPercentage,totalReboundsOffensive,avgReboundsOffensive,sdReboundsOffensive,totalReboundsDefensive,avgReboundsDefensive,sdReboundsDefensive,totalRebounds,avgRebounds,sdRebounds,totalAssists,avgAssists,sdAssists,totalSteals,avgSteals,sdSteals,totalBlocks,avgBlocks,sdBlocks,totalTurnovers,avgTurnovers,sdTurnovers,totalFouls,avgFouls,sdFouls,totalPoints,avgPoints,sdPoints,avgPlusMinusPoints,totalPlusMinusPoints,totalFieldGoalsPercentage,totalThreePointersPercentage,totalFreeThrowsPercentage
79,11.285714285714286,14,2.0,1.4142135623730951,31,4.428571428571429,0.38985714285714285,0,0.0,0.0,0,0.0,0.0,7,1.0,3,0.42857142857142855,0.7867957924694432,0.17857142857142858,10,1.4285714285714286,1.3972762620115438,13,1.8571428571428572,1.0690449676496976,23,3.2857142857142856,2.2886885410853175,1,0.14285714285714285,0.37796447300922725,1,0.14285714285714285,0.37796447300922725,3,0.42857142857142855,0.5345224838248488,2,0.2857142857142857,0.48795003647426666,15,2.142857142857143,0.37796447300922725,31,4.428571428571429,3.04724700110022,-3.2857142857142856,-23,0.45161290322580644,,0.42857142857142855
5,5.0,1,1.0,,1,1.0,1.0,0,0.0,,0,0.0,0.0,0,0.0,0,0.0,,0.0,0,0.0,,3,3.0,,3,3.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,1,1.0,,2,2.0,,-4.0,-4,1.0,,
196,24.5,35,4.375,2.8252686345094435,73,9.125,0.453625,14,1.75,1.7525491637693282,37,4.625,0.304125,22,2.75,20,2.5,2.0,0.666625,5,0.625,0.7440238091428449,30,3.75,1.6690459207925603,35,4.375,2.065879266282796,9,1.125,1.3562026818605373,6,0.75,1.0350983390135313,13,1.625,1.0606601717798212,7,0.875,0.9910312089651148,18,2.25,0.8864052604279185,104,13.0,6.25642526870234,7.0,56,0.4794520547945205,0.3783783783783784,0.9090909090909091
321,32.1,55,5.5,2.758824226207808,112,11.2,0.4769,17,1.7,1.5670212364724212,44,4.4,0.3589,42,4.2,36,3.6,2.716206504995115,0.6758,10,1.0,0.816496580927726,54,5.4,3.0258148581093915,64,6.4,3.2041639575194445,11,1.1,1.3703203194062978,9,0.9,1.286683937707919,8,0.8,0.6324555320336759,6,0.6,0.6992058987801011,28,2.8,0.7888106377466155,163,16.3,8.124722217473723,-1.5,-15,0.49107142857142855,0.38636363636363635,0.8571428571428571
71,10.142857142857142,10,1.4285714285714286,1.1338934190276817,18,2.5714285714285716,0.45,0,0.0,0.0,2,0.2857142857142857,0.0,0,0.0,0,0.0,0.0,0.0,9,1.2857142857142858,1.7043362064926932,10,1.4285714285714286,1.3972762620115438,19,2.7142857142857144,2.870208222079931,3,0.42857142857142855,0.7867957924694432,1,0.14285714285714285,0.37796447300922725,3,0.42857142857142855,0.5345224838248488,3,0.42857142857142855,0.5345224838248488,12,1.7142857142857142,0.4879500364742666,20,2.857142857142857,2.2677868380553634,-1.8571428571428572,-13,0.5555555555555556,0.0,
355,20.88235294117647,47,2.764705882352941,1.9535036397683614,93,5.470588235294118,0.4844117647058823,6,0.35294117647058826,0.492592183071889,24,1.411764705882353,0.1342941176470588,22,1.2941176470588236,14,0.8235294117647058,1.0744355563298724,0.30605882352941177,14,0.8235294117647058,0.7276068751089988,63,3.7058823529411766,2.4941107103122184,77,4.529411764705882,2.9393376604862773,37,2.176470588235294,2.0073394742060655,25,1.4705882352941178,1.5458673560021057,7,0.4117647058823529,0.6183469424008423,14,0.8235294117647058,0.7276068751089988,31,1.8235294117647058,1.4677914581799016,114,6.705882352941177,4.647105360898773,-0.7058823529411765,-12,0.5053763440860215,0.25,0.6363636363636364
329,16.45,42,2.1,1.8035053587243284,89,4.45,0.4622,4,0.2,0.41039134083406165,14,0.7,0.0708,14,0.7,12,0.6,1.187655806953123,0.2125,21,1.05,1.79105966869954,35,1.75,1.8027756377319948,56,2.8,2.745330964613039,56,2.8,2.117595458607661,17,0.85,0.9880869341680842,7,0.35,0.5871429486123998,16,0.8,0.8944271909999159,41,2.05,1.2763022245616642,100,5.0,3.7696851746252595,-3.0,-60,0.47191011235955055,0.2857142857142857,0.8571428571428571
380,12.666666666666666,56,1.8666666666666667,2.096521475885848,109,3.6333333333333333,0.38966666666666666,4,0.13333333333333333,0.3457459036417604,17,0.5666666666666667,0.07776666666666668,22,0.7333333333333333,17,0.5666666666666667,1.135123670410602,0.18889999999999998,19,0.6333333333333333,0.9643054793328016,64,2.1333333333333333,2.161310798523917,83,2.7666666666666666,2.473073382255971,35,1.1666666666666667,1.4403862827999165,22,0.7333333333333333,1.1426929274467317,6,0.2,0.4068381021724862,14,0.4666666666666667,0.7760791522613609,29,0.9666666666666667,1.0661996103898193,133,4.433333333333334,4.92483735655359,-1.1666666666666667,-35,0.5137614678899083,0.23529411764705882,0.7727272727272727
1254,33.891891891891895,136,3.675675675675676,1.986818423371257,323,8.72972972972973,0.41405405405405404,98,2.6486486486486487,1.8290285250223257,252,6.8108108108108105,0.38116216216216214,49,1.3243243243243243,44,1.1891891891891893,1.7769799260705388,0.38559459459459455,6,0.16216216216216217,0.37368387661182234,169,4.5675675675675675,2.784286668475833,175,4.72972972972973,2.7552843032238234,52,1.4054054054054055,1.322024110123468,35,0.9459459459459459,1.413151441635679,25,0.6756756756756757,0.8183334709454755,46,1.2432432432432432,1.0904995136125413,79,2.135135135135135,1.4173951492117534,414,11.18918918918919,6.068304897112893,3.135135135135135,116,0.42105263157894735,0.3888888888888889,0.8979591836734694
359,16.318181818181817,47,2.1363636363636362,1.67034226733424,120,5.454545454545454,0.3559545454545454,26,1.1818181818181819,1.0970247050377686,65,2.9545454545454546,0.40236363636363637,9,0.4090909090909091,8,0.36363636363636365,0.657951694959769,0.25,2,0.09090909090909091,0.29424494316824984,27,1.2272727272727273,1.2317938209440806,29,1.3181818181818181,1.249242194534775,26,1.1818181818181819,1.006472559480393,11,0.5,0.5976143046671968,6,0.2727272727272727,0.5504818825631803,21,0.9545454545454546,0.9500512631418384,45,2.0454545454545454,1.7037010895686493,128,5.818181818181818,4.338491768173684,2.590909090909091,57,0.39166666666666666,0.4,0.8888888888888888
811,20.275,93,2.325,2.042967926502506,221,5.525,0.386125,72,1.8,1.572194285638665,178,4.45,0.3542,32,0.8,29,0.725,1.3202078313465342,0.31310000000000004,8,0.2,0.4640954808922571,74,1.85,1.4771767944465153,82,2.05,1.5182648665921914,32,0.8,0.9114654303752999,16,0.4,0.6717752982077053,14,0.35,0.8022404524765275,21,0.525,0.6788942744621109,66,1.65,1.3876746829286128,287,7.175,6.088608531196093,2.575,103,0.42081447963800905,0.4044943820224719,0.90625
115,11.5,20,2.0,1.247219128924647,47,4.7,0.4081,15,1.5,0.9718253158075502,37,3.7,0.4391,7,0.7,7,0.7,1.0593499054713802,0.4,1,0.1,0.31622776601683794,7,0.7,1.2516655570345725,8,0.8,1.2292725943057183,1,0.1,0.31622776601683794,3,0.3,0.6749485577105528,1,0.1,0.31622776601683794,5,0.5,0.7071067811865476,9,0.9,1.1972189997378648,62,6.2,3.552776691859794,2.8,28,0.425531914893617,0.40540540540540543,1.0
28,7.0,3,0.75,1.5,8,2.0,0.125,2,0.5,1.0,6,1.5,0.1,3,0.75,2,0.5,1.0,0.16675,1,0.25,0.5,4,1.0,0.816496580927726,5,1.25,1.2583057392117916,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.25,0.5,6,1.5,1.7320508075688772,10,2.5,3.7859388972001824,-5.5,-22,0.375,0.3333333333333333,0.6666666666666666
598,22.14814814814815,91,3.3703703703703702,1.8841065654196816,227,8.407407407407407,0.38555555555555554,30,1.1111111111111112,1.281025230440697,106,3.925925925925926,0.2502962962962963,46,1.7037037037037037,35,1.2962962962962963,1.2345916426966954,0.5024814814814815,22,0.8148148148148148,1.03912082058444,66,2.4444444444444446,1.9676876967127865,88,3.259259259259259,2.48986549826094,24,0.8888888888888888,0.9336995618478525,8,0.2962962962962963,0.4653216269680752,8,0.2962962962962963,0.4653216269680752,27,1.0,1.0,58,2.1481481481481484,1.166971877049041,247,9.148148148148149,5.0740948696726935,0.037037037037037035,1,0.4008810572687225,0.2830188679245283,0.7608695652173914
878,26.606060606060606,99,3.0,1.4999999999999998,260,7.878787878787879,0.39315151515151514,46,1.393939393939394,1.1439895634192303,142,4.303030303030303,0.30678787878787883,52,1.5757575757575757,46,1.393939393939394,2.0454124574794497,0.36766666666666664,15,0.45454545454545453,0.8325754129097365,102,3.090909090909091,1.860168614058218,117,3.5454545454545454,2.1663752717804496,148,4.484848484848484,2.2655188716000043,36,1.0909090909090908,0.9799118698777317,21,0.6363636363636364,0.929320377284585,59,1.7878787878787878,1.1926225240403963,88,2.6666666666666665,1.6520189667999172,290,8.787878787878787,4.967126783649525,1.0,33,0.38076923076923075,0.323943661971831,0.8846153846153846
243,30.375,18,2.25,1.9820624179302297,47,5.875,0.318125,14,1.75,1.5811388300841898,36,4.5,0.315625,23,2.875,18,2.25,1.6690459207925603,0.6,9,1.125,1.1259916264596033,22,2.75,1.3887301496588271,31,3.875,1.7268882005337975,29,3.625,1.685018016012207,9,1.125,0.8345229603962802,6,0.75,0.4629100498862757,6,0.75,0.4629100498862757,32,4.0,1.3093073414159542,68,8.5,6.8452277432633934,3.625,29,0.3829787234042553,0.3888888888888889,0.782608695652174
3101,36.916666666666664,480,5.714285714285714,2.893996397077834,1132,13.476190476190476,0.4156071428571429,180,2.142857142857143,1.6729085640534287,522,6.214285714285714,0.3277380952380953,370,4.404761904761905,295,3.511904761904762,2.7833153829454735,0.6845,68,0.8095238095238095,0.8846235395099955,338,4.023809523809524,2.005872045290247,406,4.833333333333333,2.21622349647895,526,6.261904761904762,2.4154076091896517,120,1.4285714285714286,1.1645953254005972,22,0.2619047619047619,0.4937939577882008,225,2.6785714285714284,1.4821078630545264,313,3.7261904761904763,1.3294730406034327,1435,17.083333333333332,8.208441633844082,1.869047619047619,157,0.42402826855123676,0.3448275862068966,0.7972972972972973
1,1.0,0,0.0,,0,0.0,0.0,0,0.0,,0,0.0,0.0,0,0.0,0,0.0,,0.0,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,1,1.0,,0,0.0,,0,0.0,,5.0,5,,,
5,5.0,0,0.0,,0,0.0,0.0,0,0.0,,0,0.0,0.0,0,0.0,0,0.0,,0.0,0,0.0,,1,1.0,,1,1.0,,1,1.0,,0,0.0,,0,0.0,,2,2.0,,3,3.0,,0,0.0,,-1.0,-1,,,
58,8.285714285714286,3,0.42857142857142855,0.7867957924694432,10,1.4285714285714286,0.131,2,0.2857142857142857,0.7559289460184545,4,0.5714285714285714,0.14285714285714285,2,0.2857142857142857,0,0.0,0.0,0.0,1,0.14285714285714285,0.37796447300922725,7,1.0,0.816496580927726,8,1.1428571428571428,1.0690449676496976,0,0.0,0.0,1,0.14285714285714285,0.37796447300922725,0,0.0,0.0,0,0.0,0.0,6,0.8571428571428571,0.8997354108424372,8,1.1428571428571428,2.2677868380553634,-2.142857142857143,-15,0.3,0.5,0.0
5,5.0,1,1.0,,1,1.0,1.0,1,1.0,,1,1.0,1.0,0,0.0,0,0.0,,0.0,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,3,3.0,,-10.0,-10,1.0,1.0,
326,36.22222222222222,69,7.666666666666667,3.640054944640259,179,19.88888888888889,0.3741111111111111,18,2.0,1.7320508075688772,58,6.444444444444445,0.285,40,4.444444444444445,36,4.0,3.905124837953327,0.6847777777777778,5,0.5555555555555556,0.7264831572567789,34,3.7777777777777777,2.1081851067789197,39,4.333333333333333,2.23606797749979,63,7.0,3.1622776601683795,13,1.4444444444444444,0.8819171036881969,4,0.4444444444444444,0.7264831572567789,28,3.111111111111111,0.7817359599705717,26,2.888888888888889,1.1666666666666667,192,21.333333333333332,8.52936105461599,-1.5555555555555556,-14,0.3854748603351955,0.3103448275862069,0.9
488,37.53846153846154,105,8.076923076923077,2.6913917855989946,226,17.384615384615383,0.46484615384615385,32,2.4615384615384617,1.941450686788302,86,6.615384615384615,0.3565384615384615,49,3.769230769230769,47,3.6153846153846154,3.428762204704528,0.7436153846153846,18,1.3846153846153846,1.1929278784054478,55,4.230769230769231,1.4806443503784736,73,5.615384615384615,2.063106942552968,52,4.0,2.798809270624444,16,1.2307692307692308,1.3634420996046583,10,0.7692307692307693,0.5991446895152781,20,1.5384615384615385,0.9674179220468452,32,2.4615384615384617,1.4500221041639685,289,22.23076923076923,9.283981241488357,7.230769230769231,94,0.4646017699115044,0.37209302325581395,0.9591836734693877
1865,35.86538461538461,455,8.75,3.6130211137810218,978,18.807692307692307,0.4709807692307692,122,2.3461538461538463,1.545196419833825,294,5.653846153846154,0.4200576923076923,241,4.634615384615385,211,4.0576923076923075,2.6745969939300513,0.8323846153846154,38,0.7307692307692307,0.9312733137575908,122,2.3461538461538463,1.5578342858410132,160,3.076923076923077,1.9984911352058154,243,4.673076923076923,2.5722588977597245,76,1.4615384615384615,1.0564746864916295,32,0.6153846153846154,0.7182180059511166,116,2.230769230769231,1.0776769608634433,113,2.173076923076923,1.353588605010354,1243,23.903846153846153,8.215861310532604,6.211538461538462,323,0.4652351738241309,0.41496598639455784,0.8755186721991701
908,39.47826086956522,196,8.521739130434783,3.25952541466603,416,18.08695652173913,0.46056521739130435,56,2.4347826086956523,1.7793279363676444,142,6.173913043478261,0.36591304347826087,82,3.5652173913043477,70,3.0434782608695654,2.5491221460367526,0.6787391304347826,25,1.0869565217391304,0.9960395884000189,63,2.739130434782609,1.483772566018116,88,3.8260869565217392,1.8501148345942666,117,5.086956521739131,2.2746237147005783,25,1.0869565217391304,0.9493080483968248,7,0.30434782608695654,0.6349504353380414,52,2.260869565217391,1.6574183458386509,65,2.8260869565217392,1.0724726702618106,518,22.52173913043478,9.114771054908577,4.521739130434782,104,0.47115384615384615,0.39436619718309857,0.8536585365853658
895,40.68181818181818,203,9.227272727272727,3.7534976473610033,477,21.681818181818183,0.41727272727272724,5,0.22727272727272727,0.6119304490372043,14,0.6363636363636364,0.08636363636363636,135,6.136363636363637,111,5.045454545454546,2.967719546614758,0.764,67,3.0454545454545454,2.214180977832978,151,6.863636363636363,2.6955952526731024,218,9.909090909090908,3.462851713738547,33,1.5,1.185226520443204,17,0.7727272727272727,1.109775532079227,40,1.8181818181818181,1.500360706990906,36,1.6363636363636365,1.1769797726729994,75,3.409090909090909,1.3683180815491593,522,23.727272727272727,9.119219986389908,-4.909090909090909,-108,0.42557651991614254,0.35714285714285715,0.8222222222222222
1277,33.60526315789474,290,7.631578947368421,3.3805569078352122,610,16.05263157894737,0.47005263157894744,10,0.2631578947368421,0.6010895749371725,32,0.8421052631578947,0.1535,176,4.631578947368421,151,3.973684210526316,3.291979131204281,0.758078947368421,97,2.5526315789473686,1.6224334146342536,218,5.7368421052631575,2.423803249154449,315,8.289473684210526,3.0660115365947345,65,1.7105263157894737,1.4687353401102468,22,0.5789473684210527,0.7929274854329681,39,1.0263157894736843,1.0777063257719237,55,1.4473684210526316,1.2012913866887478,89,2.3421052631578947,1.3002352342156684,741,19.5,8.212548078760085,-1.1842105263157894,-45,0.47540983606557374,0.3125,0.8579545454545454
105,17.5,11,1.8333333333333333,1.169045194450012,30,5.0,0.36133333333333334,5,0.8333333333333334,1.1690451944500122,14,2.3333333333333335,0.2638333333333333,6,1.0,3,0.5,0.8366600265340756,0.16666666666666666,4,0.6666666666666666,1.2110601416389966,19,3.1666666666666665,0.9831920802501751,23,3.8333333333333335,1.9407902170679516,11,1.8333333333333333,0.752772652709081,5,0.8333333333333334,1.1690451944500122,5,0.8333333333333334,0.408248290463863,10,1.6666666666666667,1.505545305418162,16,2.6666666666666665,1.3662601021279464,30,5.0,3.03315017762062,-5.333333333333333,-32,0.36666666666666664,0.35714285714285715,0.5
281,28.1,45,4.5,2.173067468400883,98,9.8,0.46929999999999994,4,0.4,0.6992058987801011,20,2.0,0.11499999999999999,38,3.8,27,2.7,1.8287822299126937,0.615,13,1.3,0.9486832980505138,52,5.2,2.9363620727393656,65,6.5,3.3747427885527643,21,2.1,1.1005049346146119,2,0.2,0.4216370213557839,4,0.4,0.5163977794943222,15,1.5,0.97182531580755,25,2.5,1.6499158227686108,121,12.1,4.04007700696685,-0.3,-3,0.45918367346938777,0.2,0.7105263157894737
17,4.25,2,0.5,0.5773502691896257,7,1.75,0.3,1,0.25,0.5,3,0.75,0.25,1,0.25,1,0.25,0.5,0.25,0,0.0,0.0,5,1.25,0.9574271077563382,5,1.25,0.9574271077563382,3,0.75,0.5,1,0.25,0.5,0,0.0,0.0,4,1.0,0.816496580927726,1,0.25,0.5,6,1.5,1.7320508075688772,1.25,5,0.2857142857142857,0.3333333333333333,1.0
8,4.0,1,0.5,0.7071067811865476,2,1.0,0.5,1,0.5,0.7071067811865476,1,0.5,0.5,2,1.0,2,1.0,1.4142135623730951,0.5,0,0.0,0.0,3,1.5,2.1213203435596424,3,1.5,2.1213203435596424,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5,2.5,0.7071067811865476,3.5,7,0.5,1.0,1.0
1619,30.547169811320753,228,4.30188679245283,2.5388133634889156,516,9.735849056603774,0.41137735849056606,58,1.0943396226415094,1.0426325952089557,177,3.339622641509434,0.2755660377358491,101,1.9056603773584906,67,1.2641509433962264,1.5950758770983327,0.3990188679245283,42,0.7924528301886793,1.044371186703672,273,5.150943396226415,3.382058012598328,315,5.943396226415095,3.8099823053274875,175,3.30188679245283,2.180198523603345,43,0.8113207547169812,1.0201169573516278,7,0.1320754716981132,0.394078079390396,97,1.830188679245283,1.3407209463655074,135,2.547169811320755,1.6239320483113373,581,10.962264150943396,5.961292658446795,1.6603773584905661,88,0.4418604651162791,0.327683615819209,0.6633663366336634
93,23.25,23,5.75,3.8622100754188224,44,11.0,0.49524999999999997,2,0.5,1.0,5,1.25,0.125,5,1.25,4,1.0,2.0,0.2,1,0.25,0.5,5,1.25,0.9574271077563382,6,1.5,1.2909944487358056,7,1.75,0.9574271077563381,1,0.25,0.5,0,0.0,0.0,3,0.75,0.5,10,2.5,1.7320508075688772,52,13.0,9.591663046625438,-8.5,-34,0.5227272727272727,0.4,0.8
16,5.333333333333333,1,0.3333333333333333,0.5773502691896258,5,1.6666666666666667,0.16666666666666666,0,0.0,0.0,2,0.6666666666666666,0.0,4,1.3333333333333333,2,0.6666666666666666,1.1547005383792517,0.3333333333333333,1,0.3333333333333333,0.5773502691896258,2,0.6666666666666666,1.1547005383792517,3,1.0,1.7320508075688772,0,0.0,0.0,0,0.0,0.0,1,0.3333333333333333,0.5773502691896258,0,0.0,0.0,2,0.6666666666666666,1.1547005383792517,4,1.3333333333333333,2.3094010767585034,-3.3333333333333335,-10,0.2,0.0,0.5
181,20.11111111111111,18,2.0,1.7320508075688772,46,5.111111111111111,0.33999999999999997,1,0.1111111111111111,0.33333333333333337,9,1.0,0.037000000000000005,13,1.4444444444444444,6,0.6666666666666666,0.8660254037844386,0.29633333333333334,5,0.5555555555555556,0.7264831572567789,15,1.6666666666666667,1.5811388300841898,20,2.2222222222222223,1.855921454276674,12,1.3333333333333333,1.0,5,0.5555555555555556,1.1303883305208782,3,0.3333333333333333,0.5,13,1.4444444444444444,1.2360330811826103,5,0.5555555555555556,0.8819171036881968,43,4.777777777777778,4.0858835573770875,-7.444444444444445,-67,0.391304347826087,0.1111111111111111,0.46153846153846156
24,8.0,0,0.0,0.0,2,0.6666666666666666,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,2,0.6666666666666666,0.5773502691896258,5,1.6666666666666667,1.5275252316519465,7,2.3333333333333335,2.0816659994661326,1,0.3333333333333333,0.5773502691896258,4,1.3333333333333333,1.1547005383792517,1,0.3333333333333333,0.5773502691896258,1,0.3333333333333333,0.5773502691896258,2,0.6666666666666666,0.5773502691896258,0,0.0,0.0,0.6666666666666666,2,0.0,,
201,16.75,18,1.5,1.381698559415515,41,3.4166666666666665,0.32116666666666666,10,0.8333333333333334,0.937436866561092,26,2.1666666666666665,0.24991666666666668,5,0.4166666666666667,4,0.3333333333333333,0.7784989441615229,0.13891666666666666,3,0.25,0.6215815605080611,18,1.5,1.5075567228888183,21,1.75,1.4847711791873703,7,0.5833333333333334,0.90033663737852,5,0.4166666666666667,0.6685579234215215,1,0.08333333333333333,0.2886751345948129,6,0.5,0.5222329678670935,19,1.5833333333333333,1.5642792899510296,50,4.166666666666667,3.6390141855211615,0.5833333333333334,7,0.43902439024390244,0.38461538461538464,0.8
407,21.42105263157895,37,1.9473684210526316,1.6823820483841199,97,5.105263157894737,0.3861578947368421,25,1.3157894736842106,1.293257367998745,73,3.8421052631578947,0.31521052631578944,17,0.8947368421052632,15,0.7894736842105263,1.2727462594467416,0.3157894736842105,1,0.05263157894736842,0.22941573387056177,33,1.736842105263158,1.6276126096272245,34,1.7894736842105263,1.6858544608470492,27,1.4210526315789473,1.1697953037312034,12,0.631578947368421,0.8306975860878396,3,0.15789473684210525,0.37463432463267754,20,1.0526315789473684,0.7050361858740393,33,1.736842105263158,1.0975784083941793,114,6.0,4.594682917363407,0.3684210526315789,7,0.38144329896907214,0.3424657534246575,0.8823529411764706
363,16.5,36,1.6363636363636365,1.3988244910316507,93,4.2272727272727275,0.36631818181818177,20,0.9090909090909091,1.269011272759076,55,2.5,0.27454545454545454,11,0.5,8,0.36363636363636365,0.7895420339517227,0.17045454545454544,6,0.2727272727272727,0.5504818825631803,31,1.4090909090909092,1.5632411662065915,37,1.6818181818181819,1.7011582507043235,26,1.1818181818181819,1.3322506426689293,8,0.36363636363636365,0.5810872031479765,1,0.045454545454545456,0.21320071635561041,11,0.5,0.7400128699009549,25,1.1363636363636365,1.1252705302431794,100,4.545454545454546,4.339489466650291,-2.3636363636363638,-52,0.3870967741935484,0.36363636363636365,0.7272727272727273
108,27.0,11,2.75,0.9574271077563381,34,8.5,0.32325,9,2.25,0.5,25,6.25,0.37625,0,0.0,0,0.0,0.0,0.0,2,0.5,0.5773502691896257,13,3.25,1.8929694486000912,15,3.75,2.362907813126304,4,1.0,1.4142135623730951,2,0.5,1.0,4,1.0,1.1547005383792515,2,0.5,0.5773502691896257,10,2.5,1.2909944487358056,31,7.75,2.0615528128088303,-9.0,-36,0.3235294117647059,0.36,
14,7.0,1,0.5,0.7071067811865476,7,3.5,0.1,0,0.0,0.0,2,1.0,0.0,1,0.5,0,0.0,0.0,0.0,0,0.0,0.0,2,1.0,0.0,2,1.0,0.0,1,0.5,0.7071067811865476,0,0.0,0.0,1,0.5,0.7071067811865476,0,0.0,0.0,1,0.5,0.7071067811865476,2,1.0,1.4142135623730951,-2.5,-5,0.14285714285714285,0.0,0.0
296,14.8,41,2.05,1.7312909694943344,60,3.0,0.58635,0,0.0,0.0,1,0.05,0.0,31,1.55,14,0.7,1.2182817926554552,0.2232,35,1.75,1.5517392618742702,55,2.75,1.7129537431920892,90,4.5,2.544343571636173,18,0.9,1.1192102478745307,16,0.8,0.9514531821875089,14,0.7,1.0310954828418377,12,0.6,0.8825799501580878,35,1.75,1.332784974957958,96,4.8,3.4120529396769177,-2.1,-42,0.6833333333333333,0.0,0.45161290322580644
230,20.90909090909091,36,3.272727272727273,1.6787441193290351,62,5.636363636363637,0.6642727272727273,3,0.2727272727272727,0.4670993664969138,13,1.1818181818181819,0.12118181818181818,18,1.6363636363636365,13,1.1818181818181819,1.6624188291872668,0.35609090909090907,38,3.4545454545454546,1.572490786213793,38,3.4545454545454546,1.6348477827391983,76,6.909090909090909,2.467976720090587,18,1.6363636363636365,1.5015143870590968,5,0.45454545454545453,0.6875516509523286,2,0.18181818181818182,0.6030226891555273,15,1.3636363636363635,1.1200649331826502,25,2.272727272727273,1.618079669911781,88,8.0,4.472135954999579,-0.09090909090909091,-1,0.5806451612903226,0.23076923076923078,0.7222222222222222
111,27.75,19,4.75,2.0615528128088303,33,8.25,0.57975,0,0.0,0.0,0,0.0,0.0,11,2.75,5,1.25,0.9574271077563382,0.5,11,2.75,1.8929694486000914,22,5.5,3.1091263510296048,33,8.25,3.2015621187164247,5,1.25,0.9574271077563381,3,0.75,0.9574271077563381,5,1.25,1.2583057392117916,12,3.0,1.4142135623730951,18,4.5,1.0,43,10.75,4.9916597106239795,-11.25,-45,0.5757575757575758,,0.45454545454545453
70,5.384615384615385,5,0.38461538461538464,0.6504436355879909,14,1.0769230769230769,0.17946153846153848,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,5,0.38461538461538464,0.6504436355879909,16,1.2307692307692308,1.877669040497027,21,1.6153846153846154,2.142368686697878,3,0.23076923076923078,0.43852900965351466,1,0.07692307692307693,0.2773500981126145,1,0.07692307692307693,0.2773500981126145,2,0.15384615384615385,0.37553380809940534,3,0.23076923076923078,0.4385290096535146,10,0.7692307692307693,1.3008872711759818,-0.8461538461538461,-11,0.35714285714285715,,
229,19.083333333333332,34,2.8333333333333335,2.0816659994661326,61,5.083333333333333,0.51,0,0.0,0.0,0,0.0,0.0,12,1.0,7,0.5833333333333334,0.7929614610987591,0.3125,21,1.75,1.4847711791873706,38,3.1666666666666665,2.167249338901663,59,4.916666666666667,3.2601821849074444,3,0.25,0.621581560508061,10,0.8333333333333334,0.7177405625652734,11,0.9166666666666666,0.90033663737852,5,0.4166666666666667,0.6685579234215215,30,2.5,1.3142574813455419,75,6.25,4.575130400526108,1.8333333333333333,22,0.5573770491803278,,0.5833333333333334
15,3.0,2,0.4,0.5477225575051661,3,0.6,0.3,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,4,0.8,0.8366600265340756,4,0.8,0.8366600265340756,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.2,0.447213595499958,2,0.4,0.5477225575051661,4,0.8,1.0954451150103321,-2.4,-12,0.6666666666666666,,
3287,40.58024691358025,938,11.580246913580247,3.297211691455616,1855,22.901234567901234,0.513641975308642,140,1.728395061728395,1.4143226795803385,425,5.246913580246914,0.30535802469135803,666,8.222222222222221,476,5.8765432098765435,3.3851983547843343,0.6952716049382716,129,1.5925925925925926,1.498147003616282,661,8.160493827160494,2.694702164077957,790,9.753086419753087,3.148534834639483,668,8.246913580246913,2.750140288228634,147,1.8148148148148149,1.2560962454277849,94,1.1604938271604939,0.9676878386579114,323,3.9876543209876543,2.0217184964807404,207,2.5555555555555554,1.08397416943394,2492,30.765432098765434,8.37297976370759,5.703703703703703,462,0.5056603773584906,0.32941176470588235,0.7147147147147147
1864,37.28,490,9.8,2.602981022612657,925,18.5,0.5323599999999999,106,2.12,1.5069905136274964,310,6.2,0.32427999999999996,300,6.0,218,4.36,2.6400371054906313,0.7014199999999999,66,1.32,1.058300524425836,409,8.18,2.760434748368453,475,9.5,3.3212365535893342,400,8.0,2.7029839897749293,67,1.34,1.1358715075362409,46,0.92,0.9864386572361182,177,3.54,2.233419634843869,90,1.8,0.989743318610787,1304,26.08,6.272193249834168,3.38,169,0.5297297297297298,0.3419354838709677,0.7266666666666667
